,time,ecgpoint
4635,2024-04-22 15:52:09.911+02,1111
4636,2024-04-22 15:52:09.915+02,1573
4637,2024-04-22 15:52:09.919+02,1866
4638,2024-04-22 15:52:09.923+02,1892
4639,2024-04-22 15:52:09.927+02,1784
4640,2024-04-22 15:52:09.931+02,1727
4641,2024-04-22 15:52:09.935+02,1829
4642,2024-04-22 15:52:09.939+02,1994
4643,2024-04-22 15:52:09.943+02,2160
4644,2024-04-22 15:52:09.947+02,2300
4645,2024-04-22 15:52:09.951+02,2378
4646,2024-04-22 15:52:09.955+02,2408
4647,2024-04-22 15:52:09.959+02,2460
4648,2024-04-22 15:52:09.963+02,2590
4649,2024-04-22 15:52:09.967+02,2743
4650,2024-04-22 15:52:09.971+02,2807
4651,2024-04-22 15:52:09.975+02,2765
4652,2024-04-22 15:52:09.979+02,2698
4653,2024-04-22 15:52:09.983+02,2715
4654,2024-04-22 15:52:09.987+02,2809
4655,2024-04-22 15:52:09.991+02,2879
4656,2024-04-22 15:52:09.995+02,2848
4657,2024-04-22 15:52:09.999+02,2748
4658,2024-04-22 15:52:10.003+02,2676
4659,2024-04-22 15:52:10.007+02,2679
4660,2024-04-22 15:52:10.011+02,2752
4661,2024-04-22 15:52:10.015+02,2844
4662,2024-04-22 15:52:10.019+02,2882
4663,2024-04-22 15:52:10.023+02,2877
4664,2024-04-22 15:52:10.027+02,2847
4665,2024-04-22 15:52:10.031+02,2814
4666,2024-04-22 15:52:10.035+02,2801
4667,2024-04-22 15:52:10.039+02,2797
4668,2024-04-22 15:52:10.043+02,2768
4669,2024-04-22 15:52:10.047+02,2704
4670,2024-04-22 15:52:10.051+02,2623
4671,2024-04-22 15:52:10.055+02,2570
4672,2024-04-22 15:52:10.059+02,2588
4673,2024-04-22 15:52:10.063+02,2652
4674,2024-04-22 15:52:10.067+02,2715
4675,2024-04-22 15:52:10.071+02,2736
4676,2024-04-22 15:52:10.075+02,2714
4677,2024-04-22 15:52:10.079+02,2657
4678,2024-04-22 15:52:10.083+02,2585
4679,2024-04-22 15:52:10.087+02,2527
4680,2024-04-22 15:52:10.091+02,2503
4681,2024-04-22 15:52:10.095+02,2512
4682,2024-04-22 15:52:10.099+02,2541
4683,2024-04-22 15:52:10.103+02,2550
4684,2024-04-22 15:52:10.107+02,2550
4685,2024-04-22 15:52:10.111+02,2564
4686,2024-04-22 15:52:10.115+02,2589
4687,2024-04-22 15:52:10.119+02,2605
4688,2024-04-22 15:52:10.123+02,2565
4689,2024-04-22 15:52:10.127+02,2479
4690,2024-04-22 15:52:10.131+02,2403
4691,2024-04-22 15:52:10.135+02,2362
4692,2024-04-22 15:52:10.139+02,2361
4693,2024-04-22 15:52:10.143+02,2385
4694,2024-04-22 15:52:10.147+02,2397
4695,2024-04-22 15:52:10.151+02,2340
4696,2024-04-22 15:52:10.155+02,2252
4697,2024-04-22 15:52:10.159+02,2191
4698,2024-04-22 15:52:10.163+02,2194
4699,2024-04-22 15:52:10.167+02,2214
4700,2024-04-22 15:52:10.171+02,2210
4701,2024-04-22 15:52:10.175+02,2169
4702,2024-04-22 15:52:10.179+02,2116
4703,2024-04-22 15:52:10.183+02,2081
4704,2024-04-22 15:52:10.187+02,2061
4705,2024-04-22 15:52:10.191+02,2025
4706,2024-04-22 15:52:10.195+02,1960
4707,2024-04-22 15:52:10.199+02,1901
4708,2024-04-22 15:52:10.203+02,1867
4709,2024-04-22 15:52:10.207+02,1840
4710,2024-04-22 15:52:10.211+02,1812
4711,2024-04-22 15:52:10.215+02,1778
4712,2024-04-22 15:52:10.219+02,1749
4713,2024-04-22 15:52:10.223+02,1730
4714,2024-04-22 15:52:10.227+02,1709
4715,2024-04-22 15:52:10.231+02,1680
4716,2024-04-22 15:52:10.235+02,1644
4717,2024-04-22 15:52:10.239+02,1610
4718,2024-04-22 15:52:10.243+02,1600
4719,2024-04-22 15:52:10.247+02,1622
4720,2024-04-22 15:52:10.251+02,1631
4721,2024-04-22 15:52:10.255+02,1604
4722,2024-04-22 15:52:10.259+02,1541
4723,2024-04-22 15:52:10.263+02,1480
4724,2024-04-22 15:52:10.267+02,1449
4725,2024-04-22 15:52:10.271+02,1450
4726,2024-04-22 15:52:10.275+02,1463
4727,2024-04-22 15:52:10.279+02,1463
4728,2024-04-22 15:52:10.283+02,1432
4729,2024-04-22 15:52:10.287+02,1399
4730,2024-04-22 15:52:10.291+02,1380
4731,2024-04-22 15:52:10.295+02,1398
4732,2024-04-22 15:52:10.299+02,1415
4733,2024-04-22 15:52:10.303+02,1403
4734,2024-04-22 15:52:10.307+02,1380
4735,2024-04-22 15:52:10.311+02,1379
4736,2024-04-22 15:52:10.315+02,1413
4737,2024-04-22 15:52:10.319+02,1477
4738,2024-04-22 15:52:10.323+02,1509
4739,2024-04-22 15:52:10.327+02,1487
4740,2024-04-22 15:52:10.331+02,1392
4741,2024-04-22 15:52:10.335+02,1206
4742,2024-04-22 15:52:10.339+02,937
4743,2024-04-22 15:52:10.343+02,662
4744,2024-04-22 15:52:10.347+02,493
4745,2024-04-22 15:52:10.351+02,531
4746,2024-04-22 15:52:10.355+02,765
4747,2024-04-22 15:52:10.359+02,1061
4748,2024-04-22 15:52:10.363+02,1268
4749,2024-04-22 15:52:10.367+02,1338
4750,2024-04-22 15:52:10.371+02,1336
4751,2024-04-22 15:52:10.375+02,1345
4752,2024-04-22 15:52:10.379+02,1386
4753,2024-04-22 15:52:10.383+02,1433
4754,2024-04-22 15:52:10.387+02,1445
4755,2024-04-22 15:52:10.391+02,1450
4756,2024-04-22 15:52:10.395+02,1490
4757,2024-04-22 15:52:10.399+02,1564
4758,2024-04-22 15:52:10.403+02,1617
4759,2024-04-22 15:52:10.407+02,1589
4760,2024-04-22 15:52:10.411+02,1478
4761,2024-04-22 15:52:10.415+02,1361
4762,2024-04-22 15:52:10.419+02,1323
4763,2024-04-22 15:52:10.423+02,1370
4764,2024-04-22 15:52:10.427+02,1467
4765,2024-04-22 15:52:10.431+02,1536
4766,2024-04-22 15:52:10.435+02,1539
4767,2024-04-22 15:52:10.439+02,1505
4768,2024-04-22 15:52:10.443+02,1465
4769,2024-04-22 15:52:10.447+02,1451
4770,2024-04-22 15:52:10.451+02,1457
4771,2024-04-22 15:52:10.455+02,1465
4772,2024-04-22 15:52:10.459+02,1471
4773,2024-04-22 15:52:10.463+02,1465
4774,2024-04-22 15:52:10.467+02,1427
4775,2024-04-22 15:52:10.471+02,1407
4776,2024-04-22 15:52:10.475+02,1412
4777,2024-04-22 15:52:10.479+02,1437
4778,2024-04-22 15:52:10.483+02,1455
4779,2024-04-22 15:52:10.487+02,1452
4780,2024-04-22 15:52:10.491+02,1431
4781,2024-04-22 15:52:10.495+02,1411
4782,2024-04-22 15:52:10.499+02,1377
4783,2024-04-22 15:52:10.503+02,1348
4784,2024-04-22 15:52:10.507+02,1342
4785,2024-04-22 15:52:10.511+02,1364
4786,2024-04-22 15:52:10.515+02,1406
4787,2024-04-22 15:52:10.519+02,1427
4788,2024-04-22 15:52:10.523+02,1420
4789,2024-04-22 15:52:10.527+02,1404
4790,2024-04-22 15:52:10.531+02,1393
4791,2024-04-22 15:52:10.535+02,1384
4792,2024-04-22 15:52:10.539+02,1353
4793,2024-04-22 15:52:10.543+02,1304
4794,2024-04-22 15:52:10.547+02,1277
4795,2024-04-22 15:52:10.551+02,1288
4796,2024-04-22 15:52:10.555+02,1318
4797,2024-04-22 15:52:10.559+02,1316
4798,2024-04-22 15:52:10.563+02,1278
4799,2024-04-22 15:52:10.567+02,1232
4800,2024-04-22 15:52:10.571+02,1212
4801,2024-04-22 15:52:10.575+02,1211
4802,2024-04-22 15:52:10.579+02,1213
4803,2024-04-22 15:52:10.583+02,1199
4804,2024-04-22 15:52:10.587+02,1169
4805,2024-04-22 15:52:10.591+02,1144
4806,2024-04-22 15:52:10.595+02,1129
4807,2024-04-22 15:52:10.599+02,1117
4808,2024-04-22 15:52:10.603+02,1106
4809,2024-04-22 15:52:10.607+02,1100
4810,2024-04-22 15:52:10.611+02,1099
4811,2024-04-22 15:52:10.615+02,1093
4812,2024-04-22 15:52:10.619+02,1081
4813,2024-04-22 15:52:10.623+02,1069
4814,2024-04-22 15:52:10.627+02,1075
4815,2024-04-22 15:52:10.631+02,1094
4816,2024-04-22 15:52:10.635+02,1103
4817,2024-04-22 15:52:10.639+02,1092
4818,2024-04-22 15:52:10.643+02,1068
4819,2024-04-22 15:52:10.647+02,1046
4820,2024-04-22 15:52:10.651+02,1031
4821,2024-04-22 15:52:10.655+02,1027
4822,2024-04-22 15:52:10.659+02,1043
4823,2024-04-22 15:52:10.663+02,1053
4824,2024-04-22 15:52:10.667+02,1043
4825,2024-04-22 15:52:10.671+02,995
4826,2024-04-22 15:52:10.675+02,925
4827,2024-04-22 15:52:10.679+02,876
4828,2024-04-22 15:52:10.683+02,866
4829,2024-04-22 15:52:10.687+02,886
4830,2024-04-22 15:52:10.691+02,891
4831,2024-04-22 15:52:10.695+02,864
4832,2024-04-22 15:52:10.699+02,830
4833,2024-04-22 15:52:10.703+02,805
4834,2024-04-22 15:52:10.707+02,802
4835,2024-04-22 15:52:10.711+02,799
4836,2024-04-22 15:52:10.715+02,783
4837,2024-04-22 15:52:10.719+02,751
4838,2024-04-22 15:52:10.723+02,707
4839,2024-04-22 15:52:10.727+02,677
4840,2024-04-22 15:52:10.731+02,662
4841,2024-04-22 15:52:10.735+02,649
4842,2024-04-22 15:52:10.739+02,626
4843,2024-04-22 15:52:10.743+02,601
4844,2024-04-22 15:52:10.747+02,569
4845,2024-04-22 15:52:10.751+02,549
4846,2024-04-22 15:52:10.755+02,540
4847,2024-04-22 15:52:10.759+02,544
4848,2024-04-22 15:52:10.763+02,553
4849,2024-04-22 15:52:10.767+02,539
4850,2024-04-22 15:52:10.771+02,500
4851,2024-04-22 15:52:10.775+02,465
4852,2024-04-22 15:52:10.779+02,442
4853,2024-04-22 15:52:10.783+02,441
4854,2024-04-22 15:52:10.787+02,444
4855,2024-04-22 15:52:10.791+02,434
4856,2024-04-22 15:52:10.795+02,412
4857,2024-04-22 15:52:10.799+02,393
4858,2024-04-22 15:52:10.803+02,389
4859,2024-04-22 15:52:10.807+02,390
4860,2024-04-22 15:52:10.811+02,379
4861,2024-04-22 15:52:10.815+02,368
4862,2024-04-22 15:52:10.819+02,349
4863,2024-04-22 15:52:10.823+02,346
4864,2024-04-22 15:52:10.827+02,367
4865,2024-04-22 15:52:10.831+02,393
4866,2024-04-22 15:52:10.835+02,381
4867,2024-04-22 15:52:10.839+02,272
4868,2024-04-22 15:52:10.843+02,35
4869,2024-04-22 15:52:10.847+02,-283
4870,2024-04-22 15:52:10.851+02,-564
4871,2024-04-22 15:52:10.855+02,-680
4872,2024-04-22 15:52:10.859+02,-597
4873,2024-04-22 15:52:10.863+02,-382
4874,2024-04-22 15:52:10.867+02,-152
4875,2024-04-22 15:52:10.871+02,10
4876,2024-04-22 15:52:10.875+02,86
4877,2024-04-22 15:52:10.879+02,119
4878,2024-04-22 15:52:10.883+02,132
4879,2024-04-22 15:52:10.887+02,138
4880,2024-04-22 15:52:10.891+02,131
4881,2024-04-22 15:52:10.895+02,134
4882,2024-04-22 15:52:10.899+02,148
4883,2024-04-22 15:52:10.903+02,151
4884,2024-04-22 15:52:10.907+02,134
4885,2024-04-22 15:52:10.911+02,108
4886,2024-04-22 15:52:10.915+02,84
4887,2024-04-22 15:52:10.919+02,93
4888,2024-04-22 15:52:10.923+02,135
4889,2024-04-22 15:52:10.927+02,180
4890,2024-04-22 15:52:10.931+02,199
4891,2024-04-22 15:52:10.935+02,197
4892,2024-04-22 15:52:10.939+02,184
4893,2024-04-22 15:52:10.943+02,184
4894,2024-04-22 15:52:10.947+02,191
4895,2024-04-22 15:52:10.951+02,206
4896,2024-04-22 15:52:10.955+02,227
4897,2024-04-22 15:52:10.959+02,234
4898,2024-04-22 15:52:10.963+02,217
4899,2024-04-22 15:52:10.967+02,203
4900,2024-04-22 15:52:10.971+02,208
4901,2024-04-22 15:52:10.975+02,244
4902,2024-04-22 15:52:10.979+02,284
4903,2024-04-22 15:52:10.983+02,295
4904,2024-04-22 15:52:10.987+02,287
4905,2024-04-22 15:52:10.991+02,270
4906,2024-04-22 15:52:10.995+02,270
4907,2024-04-22 15:52:10.999+02,291
4908,2024-04-22 15:52:11.003+02,313
4909,2024-04-22 15:52:11.007+02,313
4910,2024-04-22 15:52:11.011+02,303
4911,2024-04-22 15:52:11.015+02,281
4912,2024-04-22 15:52:11.019+02,267
4913,2024-04-22 15:52:11.023+02,264
4914,2024-04-22 15:52:11.027+02,272
4915,2024-04-22 15:52:11.031+02,280
4916,2024-04-22 15:52:11.035+02,288
4917,2024-04-22 15:52:11.039+02,291
4918,2024-04-22 15:52:11.043+02,293
4919,2024-04-22 15:52:11.047+02,289
4920,2024-04-22 15:52:11.051+02,288
4921,2024-04-22 15:52:11.055+02,293
4922,2024-04-22 15:52:11.059+02,295
4923,2024-04-22 15:52:11.063+02,300
4924,2024-04-22 15:52:11.067+02,308
4925,2024-04-22 15:52:11.071+02,323
4926,2024-04-22 15:52:11.075+02,327
4927,2024-04-22 15:52:11.079+02,310
4928,2024-04-22 15:52:11.083+02,274
4929,2024-04-22 15:52:11.087+02,244
4930,2024-04-22 15:52:11.091+02,240
4931,2024-04-22 15:52:11.095+02,256
4932,2024-04-22 15:52:11.099+02,264
4933,2024-04-22 15:52:11.103+02,253
4934,2024-04-22 15:52:11.107+02,239
4935,2024-04-22 15:52:11.111+02,237
4936,2024-04-22 15:52:11.115+02,250
4937,2024-04-22 15:52:11.119+02,271
4938,2024-04-22 15:52:11.123+02,290
4939,2024-04-22 15:52:11.127+02,298
4940,2024-04-22 15:52:11.131+02,295
4941,2024-04-22 15:52:11.135+02,279
4942,2024-04-22 15:52:11.139+02,252
4943,2024-04-22 15:52:11.143+02,232
4944,2024-04-22 15:52:11.147+02,238
4945,2024-04-22 15:52:11.151+02,274
4946,2024-04-22 15:52:11.155+02,300
4947,2024-04-22 15:52:11.159+02,299
4948,2024-04-22 15:52:11.163+02,265
4949,2024-04-22 15:52:11.167+02,220
4950,2024-04-22 15:52:11.171+02,203
4951,2024-04-22 15:52:11.175+02,213
4952,2024-04-22 15:52:11.179+02,231
4953,2024-04-22 15:52:11.183+02,221
4954,2024-04-22 15:52:11.187+02,172
4955,2024-04-22 15:52:11.191+02,115
4956,2024-04-22 15:52:11.195+02,83
4957,2024-04-22 15:52:11.199+02,85
4958,2024-04-22 15:52:11.203+02,101
4959,2024-04-22 15:52:11.207+02,101
4960,2024-04-22 15:52:11.211+02,70
4961,2024-04-22 15:52:11.215+02,42
4962,2024-04-22 15:52:11.219+02,33
4963,2024-04-22 15:52:11.223+02,29
4964,2024-04-22 15:52:11.227+02,-10
4965,2024-04-22 15:52:11.231+02,-99
4966,2024-04-22 15:52:11.235+02,-199
4967,2024-04-22 15:52:11.239+02,-257
4968,2024-04-22 15:52:11.243+02,-251
4969,2024-04-22 15:52:11.247+02,-226
4970,2024-04-22 15:52:11.251+02,-235
4971,2024-04-22 15:52:11.255+02,-300
4972,2024-04-22 15:52:11.259+02,-385
4973,2024-04-22 15:52:11.263+02,-457
4974,2024-04-22 15:52:11.267+02,-504
4975,2024-04-22 15:52:11.271+02,-535
4976,2024-04-22 15:52:11.275+02,-566
4977,2024-04-22 15:52:11.279+02,-592
4978,2024-04-22 15:52:11.283+02,-611
4979,2024-04-22 15:52:11.287+02,-625
4980,2024-04-22 15:52:11.291+02,-641
4981,2024-04-22 15:52:11.295+02,-671
4982,2024-04-22 15:52:11.299+02,-713
4983,2024-04-22 15:52:11.303+02,-744
4984,2024-04-22 15:52:11.307+02,-760
4985,2024-04-22 15:52:11.311+02,-783
4986,2024-04-22 15:52:11.315+02,-827
4987,2024-04-22 15:52:11.319+02,-897
4988,2024-04-22 15:52:11.323+02,-970
4989,2024-04-22 15:52:11.327+02,-997
4990,2024-04-22 15:52:11.331+02,-967
4991,2024-04-22 15:52:11.335+02,-941
4992,2024-04-22 15:52:11.339+02,-1030
4993,2024-04-22 15:52:11.343+02,-1277
4994,2024-04-22 15:52:11.347+02,-1605
4995,2024-04-22 15:52:11.351+02,-1865
4996,2024-04-22 15:52:11.355+02,-1930
4997,2024-04-22 15:52:11.359+02,-1799
4998,2024-04-22 15:52:11.363+02,-1597
4999,2024-04-22 15:52:11.367+02,-1456
5000,2024-04-22 15:52:11.371+02,-1421
5001,2024-04-22 15:52:11.375+02,-1444
5002,2024-04-22 15:52:11.379+02,-1456
5003,2024-04-22 15:52:11.383+02,-1431
5004,2024-04-22 15:52:11.387+02,-1412
5005,2024-04-22 15:52:11.391+02,-1431
5006,2024-04-22 15:52:11.395+02,-1475
5007,2024-04-22 15:52:11.399+02,-1499
5008,2024-04-22 15:52:11.403+02,-1494
5009,2024-04-22 15:52:11.407+02,-1471
5010,2024-04-22 15:52:11.411+02,-1469
5011,2024-04-22 15:52:11.415+02,-1489
5012,2024-04-22 15:52:11.419+02,-1522
5013,2024-04-22 15:52:11.423+02,-1573
5014,2024-04-22 15:52:11.427+02,-1619
5015,2024-04-22 15:52:11.431+02,-1654
5016,2024-04-22 15:52:11.435+02,-1674
5017,2024-04-22 15:52:11.439+02,-1676
5018,2024-04-22 15:52:11.443+02,-1673
5019,2024-04-22 15:52:11.447+02,-1664
5020,2024-04-22 15:52:11.451+02,-1652
5021,2024-04-22 15:52:11.455+02,-1646
5022,2024-04-22 15:52:11.459+02,-1636
5023,2024-04-22 15:52:11.463+02,-1642
5024,2024-04-22 15:52:11.467+02,-1678
5025,2024-04-22 15:52:11.471+02,-1682
5026,2024-04-22 15:52:11.475+02,-1639
5027,2024-04-22 15:52:11.479+02,-1581
5028,2024-04-22 15:52:11.483+02,-1548
5029,2024-04-22 15:52:11.487+02,-1585
5030,2024-04-22 15:52:11.491+02,-1675
5031,2024-04-22 15:52:11.495+02,-1772
5032,2024-04-22 15:52:11.499+02,-1827
5033,2024-04-22 15:52:11.503+02,-1825
5034,2024-04-22 15:52:11.507+02,-1789
5035,2024-04-22 15:52:11.511+02,-1775
5036,2024-04-22 15:52:11.515+02,-1775
5037,2024-04-22 15:52:11.519+02,-1795
5038,2024-04-22 15:52:11.523+02,-1838
5039,2024-04-22 15:52:11.527+02,-1851
5040,2024-04-22 15:52:11.531+02,-1828
5041,2024-04-22 15:52:11.535+02,-1819
5042,2024-04-22 15:52:11.539+02,-1816
5043,2024-04-22 15:52:11.543+02,-1775
5044,2024-04-22 15:52:11.547+02,-1673
5045,2024-04-22 15:52:11.551+02,-1573
5046,2024-04-22 15:52:11.555+02,-1575
5047,2024-04-22 15:52:11.559+02,-1673
5048,2024-04-22 15:52:11.563+02,-1788
5049,2024-04-22 15:52:11.567+02,-1841
5050,2024-04-22 15:52:11.571+02,-1792
5051,2024-04-22 15:52:11.575+02,-1711
5052,2024-04-22 15:52:11.579+02,-1679
5053,2024-04-22 15:52:11.583+02,-1685
5054,2024-04-22 15:52:11.587+02,-1704
5055,2024-04-22 15:52:11.591+02,-1726
5056,2024-04-22 15:52:11.595+02,-1721
5057,2024-04-22 15:52:11.599+02,-1710
5058,2024-04-22 15:52:11.603+02,-1683
5059,2024-04-22 15:52:11.607+02,-1647
5060,2024-04-22 15:52:11.611+02,-1605
5061,2024-04-22 15:52:11.615+02,-1557
5062,2024-04-22 15:52:11.619+02,-1549
5063,2024-04-22 15:52:11.623+02,-1526
5064,2024-04-22 15:52:11.627+02,-1446
5065,2024-04-22 15:52:11.631+02,-1350
5066,2024-04-22 15:52:11.635+02,-1289
5067,2024-04-22 15:52:11.639+02,-1233
5068,2024-04-22 15:52:11.643+02,-1123
5069,2024-04-22 15:52:11.647+02,-866
5070,2024-04-22 15:52:11.651+02,-515
5071,2024-04-22 15:52:11.655+02,-254
5072,2024-04-22 15:52:11.659+02,-93
5073,2024-04-22 15:52:11.663+02,-25
5074,2024-04-22 15:52:11.667+02,56
5075,2024-04-22 15:52:11.671+02,216
5076,2024-04-22 15:52:11.675+02,384
5077,2024-04-22 15:52:11.679+02,629
5078,2024-04-22 15:52:11.683+02,1010
5079,2024-04-22 15:52:11.687+02,1377
5080,2024-04-22 15:52:11.691+02,1578
5081,2024-04-22 15:52:11.695+02,1595
5082,2024-04-22 15:52:11.699+02,1421
5083,2024-04-22 15:52:11.703+02,1203
5084,2024-04-22 15:52:11.707+02,955
5085,2024-04-22 15:52:11.711+02,646
5086,2024-04-22 15:52:11.715+02,313
5087,2024-04-22 15:52:11.719+02,12
5088,2024-04-22 15:52:11.723+02,-178
5089,2024-04-22 15:52:11.727+02,-273
5090,2024-04-22 15:52:11.731+02,-397
5091,2024-04-22 15:52:11.735+02,-607
5092,2024-04-22 15:52:11.739+02,-843
5093,2024-04-22 15:52:11.743+02,-1028
5094,2024-04-22 15:52:11.747+02,-1125
5095,2024-04-22 15:52:11.751+02,-1123
5096,2024-04-22 15:52:11.755+02,-1104
5097,2024-04-22 15:52:11.759+02,-1117
5098,2024-04-22 15:52:11.763+02,-1137
5099,2024-04-22 15:52:11.767+02,-1114
5100,2024-04-22 15:52:11.771+02,-1068
5101,2024-04-22 15:52:11.775+02,-1021
5102,2024-04-22 15:52:11.779+02,-983
5103,2024-04-22 15:52:11.783+02,-961
5104,2024-04-22 15:52:11.787+02,-947
5105,2024-04-22 15:52:11.791+02,-931
5106,2024-04-22 15:52:11.795+02,-909
5107,2024-04-22 15:52:11.799+02,-876
5108,2024-04-22 15:52:11.803+02,-833
5109,2024-04-22 15:52:11.807+02,-788
5110,2024-04-22 15:52:11.811+02,-739
5111,2024-04-22 15:52:11.815+02,-689
5112,2024-04-22 15:52:11.819+02,-645
5113,2024-04-22 15:52:11.823+02,-608
5114,2024-04-22 15:52:11.827+02,-585
5115,2024-04-22 15:52:11.831+02,-563
5116,2024-04-22 15:52:11.835+02,-556
5117,2024-04-22 15:52:11.839+02,-619
5118,2024-04-22 15:52:11.843+02,-792
5119,2024-04-22 15:52:11.847+02,-1049
5120,2024-04-22 15:52:11.851+02,-1276
5121,2024-04-22 15:52:11.855+02,-1335
5122,2024-04-22 15:52:11.859+02,-1178
5123,2024-04-22 15:52:11.863+02,-914
5124,2024-04-22 15:52:11.867+02,-673
5125,2024-04-22 15:52:11.871+02,-525
5126,2024-04-22 15:52:11.875+02,-460
5127,2024-04-22 15:52:11.879+02,-421
5128,2024-04-22 15:52:11.883+02,-363
5129,2024-04-22 15:52:11.887+02,-291
5130,2024-04-22 15:52:11.891+02,-239
5131,2024-04-22 15:52:11.895+02,-225
5132,2024-04-22 15:52:11.899+02,-243
5133,2024-04-22 15:52:11.903+02,-266
5134,2024-04-22 15:52:11.907+02,-258
5135,2024-04-22 15:52:11.911+02,-229
5136,2024-04-22 15:52:11.915+02,-205
5137,2024-04-22 15:52:11.919+02,-209
5138,2024-04-22 15:52:11.923+02,-225
5139,2024-04-22 15:52:11.927+02,-229
5140,2024-04-22 15:52:11.931+02,-209
5141,2024-04-22 15:52:11.935+02,-188
5142,2024-04-22 15:52:11.939+02,-184
5143,2024-04-22 15:52:11.943+02,-192
5144,2024-04-22 15:52:11.947+02,-193
5145,2024-04-22 15:52:11.951+02,-177
5146,2024-04-22 15:52:11.955+02,-156
5147,2024-04-22 15:52:11.959+02,-146
5148,2024-04-22 15:52:11.963+02,-157
5149,2024-04-22 15:52:11.967+02,-164
5150,2024-04-22 15:52:11.971+02,-161
5151,2024-04-22 15:52:11.975+02,-134
5152,2024-04-22 15:52:11.979+02,-113
5153,2024-04-22 15:52:11.983+02,-124
5154,2024-04-22 15:52:11.987+02,-109
5155,2024-04-22 15:52:11.991+02,-41
5156,2024-04-22 15:52:11.995+02,51
5157,2024-04-22 15:52:11.999+02,97
5158,2024-04-22 15:52:12.003+02,19
5159,2024-04-22 15:52:12.007+02,-131
5160,2024-04-22 15:52:12.011+02,-247
5161,2024-04-22 15:52:12.015+02,-262
5162,2024-04-22 15:52:12.019+02,-179
5163,2024-04-22 15:52:12.023+02,-89
5164,2024-04-22 15:52:12.027+02,-77
5165,2024-04-22 15:52:12.031+02,-107
5166,2024-04-22 15:52:12.035+02,-161
5167,2024-04-22 15:52:12.039+02,-207
5168,2024-04-22 15:52:12.043+02,-227
5169,2024-04-22 15:52:12.047+02,-231
5170,2024-04-22 15:52:12.051+02,-232
5171,2024-04-22 15:52:12.055+02,-232
5172,2024-04-22 15:52:12.059+02,-233
5173,2024-04-22 15:52:12.063+02,-231
5174,2024-04-22 15:52:12.067+02,-222
5175,2024-04-22 15:52:12.071+02,-222
5176,2024-04-22 15:52:12.075+02,-233
5177,2024-04-22 15:52:12.079+02,-254
5178,2024-04-22 15:52:12.083+02,-274
5179,2024-04-22 15:52:12.087+02,-277
5180,2024-04-22 15:52:12.091+02,-268
5181,2024-04-22 15:52:12.095+02,-267
5182,2024-04-22 15:52:12.099+02,-270
5183,2024-04-22 15:52:12.103+02,-266
5184,2024-04-22 15:52:12.107+02,-240
5185,2024-04-22 15:52:12.111+02,-203
5186,2024-04-22 15:52:12.115+02,-179
5187,2024-04-22 15:52:12.119+02,-181
5188,2024-04-22 15:52:12.123+02,-198
5189,2024-04-22 15:52:12.127+02,-197
5190,2024-04-22 15:52:12.131+02,-186
5191,2024-04-22 15:52:12.135+02,-179
5192,2024-04-22 15:52:12.139+02,-181
5193,2024-04-22 15:52:12.143+02,-184
5194,2024-04-22 15:52:12.147+02,-175
5195,2024-04-22 15:52:12.151+02,-163
5196,2024-04-22 15:52:12.155+02,-160
5197,2024-04-22 15:52:12.159+02,-168
5198,2024-04-22 15:52:12.163+02,-169
5199,2024-04-22 15:52:12.167+02,-154
5200,2024-04-22 15:52:12.171+02,-133
5201,2024-04-22 15:52:12.175+02,-110
5202,2024-04-22 15:52:12.179+02,-89
5203,2024-04-22 15:52:12.183+02,-71
5204,2024-04-22 15:52:12.187+02,-68
5205,2024-04-22 15:52:12.191+02,-87
5206,2024-04-22 15:52:12.195+02,-124
5207,2024-04-22 15:52:12.199+02,-159
5208,2024-04-22 15:52:12.203+02,-166
5209,2024-04-22 15:52:12.207+02,-142
5210,2024-04-22 15:52:12.211+02,-99
5211,2024-04-22 15:52:12.215+02,-74
5212,2024-04-22 15:52:12.219+02,-78
5213,2024-04-22 15:52:12.223+02,-98
5214,2024-04-22 15:52:12.227+02,-102
5215,2024-04-22 15:52:12.231+02,-73
5216,2024-04-22 15:52:12.235+02,-36
5217,2024-04-22 15:52:12.239+02,-27
5218,2024-04-22 15:52:12.243+02,-68
5219,2024-04-22 15:52:12.247+02,-128
5220,2024-04-22 15:52:12.251+02,-168
5221,2024-04-22 15:52:12.255+02,-186
5222,2024-04-22 15:52:12.259+02,-188
5223,2024-04-22 15:52:12.263+02,-199
5224,2024-04-22 15:52:12.267+02,-220
5225,2024-04-22 15:52:12.271+02,-242
5226,2024-04-22 15:52:12.275+02,-258
5227,2024-04-22 15:52:12.279+02,-261
5228,2024-04-22 15:52:12.283+02,-253
5229,2024-04-22 15:52:12.287+02,-235
5230,2024-04-22 15:52:12.291+02,-220
5231,2024-04-22 15:52:12.295+02,-216
5232,2024-04-22 15:52:12.299+02,-218
5233,2024-04-22 15:52:12.303+02,-219
5234,2024-04-22 15:52:12.307+02,-214
5235,2024-04-22 15:52:12.311+02,-227
5236,2024-04-22 15:52:12.315+02,-269
5237,2024-04-22 15:52:12.319+02,-322
5238,2024-04-22 15:52:12.323+02,-364
5239,2024-04-22 15:52:12.327+02,-376
5240,2024-04-22 15:52:12.331+02,-344
5241,2024-04-22 15:52:12.335+02,-311
5242,2024-04-22 15:52:12.339+02,-314
5243,2024-04-22 15:52:12.343+02,-411
5244,2024-04-22 15:52:12.347+02,-625
